100 11,673847  
200 74,603612  
300 251,790940  
400 604,130413  
500 1268,682194  
600 2579,066893  
700 4198,604851  
800 6193,217853  
900 9082,004834  
1000 12612,015772  
1100 16882,704084  
1200 21981,029429  
1300 28056,442366  
1400 35110,939514  
1500 43204,370662  
1600 51266,062859  
1700 63126,113786  
1800 75161,529459  
1900 88765,280773  
2000 103709,802770  
2100 120280,556873  
2200 139288,883350  
2300 160088,564310  
2400 182600,412323  
